Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -count exons -condenseGenes -raw -d sgNT_rep1_S65/ sgNT_rep2_S66/ sgArid1a_rep1_S67/ sgArid1a_rep2_S68) (cmd=getDiffExpression.pl sgArid1a_nostim_raw.txt -edgeR -simpleNorm -dispersion 0.05 sgNT sgNT sgARID1A sgARID1A -export diff -log2fold .585)	chr	start	end	strand	Length	Copies	Annotation/Divergence	sgNT_rep1_S65/ (28413949.0 total)	sgNT_rep2_S66/ (31159073.0 total)	sgArid1a_rep1_S67/ (29840911.0 total)	sgArid1a_rep2_S68 (27904258.0 total)	sgARID1A vs. sgNT Log2 Fold Change	sgARID1A vs. sgNT p-value	sgARID1A vs. sgNT adj. p-value
NM_011981	chr7	30095076	30107614	+	3711.0	1	Zfp260|AI480997|Ozrf1|PEX1|Zfp63|Znf260|-|7 B1|7 17.26 cM|protein-coding	1263.78	1084.33	1161.51	1101.42	-0.0393521055309721	0.539412580160616	1
NM_019411	chr11	52098824	52122749	+	1921.0	1	Ppp2ca|PP2A|R75353|-|11|11 B1.3|protein-coding	13219.78	13546.12	13173.62	12613.28	-0.042779695997473	0.298414508812867	1
NM_178687	chr18	89197427	89270327	+	2478.0	1	Cd226|BC051526|DNAM-1|DNAM1|Pta1|TLiSA1|-|18|18 E4|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_026104	chr2	116878691	116892500	+	1173.0	1	Tmco5|1700095F04Rik|Tmco5a|-|2|2 E5|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_173789	chr8	46292048	46294671	-	1526.0	1	Helt|A830086M02|Hesl|Heslike|Mgn|megane|-|8 B1.1|8 26.32 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_011672	chr16	18812294	18835261	+	1982.0	1	Ufd1l|Ufd1|-|16 A3|16 11.65 cM|protein-coding	1578.68	1637.29	1571.23	1702.00	0.0349197633107839	0.520633794403781	1
NM_001310717	chr9	7571396	7581885	+	2120.0	1	Mmp27|Gm180|-|9|9 A1|protein-coding	2.08	2.82	0.00	2.10	-1.17505096229176	0.458273254894217	1
NM_023815	chr2	166793767	166799492	+	4409.0	1	Trp53rkb|2810408M09Rik|4933401B08Rik|5630401H01Rik|Nori-2|PRPK|Tp53rk|Trp53rk|Trp53tk|mNori-2p|-|2|2 H3|protein-coding	90.42	129.56	94.10	94.50	-0.220241780403314	0.206238513027837	1
NR_045329	chr19	37173843	37196541	+	1916.0	1	A330032B11Rik|-|-|19|19 C2|ncRNA	7.28	3.76	4.90	8.40	0.28495490651768	0.844004598139476	1
NM_145391	chr6	125224212	125231860	-	2064.0	1	Tapbpl|BC017613|TAPBPL-R|Tapbplr|-|6|6 F2|protein-coding	210.98	187.76	1153.67	1009.02	2.45419099443393	7.61197515606425e-167	5.33642955440995e-164
NM_001313975	chr11	109650921	109669663	+	3376.0	1	Prkar1a|1300018C22Rik|RIalpha|Tse-1|Tse1|-|11 E1|11 72.33 cM|protein-coding	14853.54	14703.68	14341.02	13943.59	-0.0524149849676195	0.190567225692246	1
NM_015766	chr17	55952623	55957022	+	1164.0	1	Ebi3|EBI-3|IL-27|-|17 D|17 29.08 cM|protein-coding	4.16	2.82	0.98	2.10	-1.11018962105617	0.350674416009153	1
NR_105995	chr5	114719515	114719578	+	63.0	1	Mir7028|Gm27674|mmu-mir-7028|-|5|5 F|ncRNA	1.04	0.00	0.00	0.00	-2.30249020305659	0.999999999999998	1
NM_145134	chr9	96943482	97018355	-	2227.0	1	Spsb4|D030068E18Rik|SSB-4|Ssb4|-|9|9 E3.3|protein-coding	1122.43	1261.76	1087.02	1044.72	-0.152012396528882	0.0171669769974682	0.339698479505546
NR_133683	chr5	135023482	135051100	+	2235.0	1	Stx1a|HPC-1|-|5|5 G2|protein-coding	255.67	261.93	211.72	247.79	-0.1642058030575	0.144305186660348	0.940206151111249
NR_033573	chr12	69790344	69841880	+	1413.0	1	4930512B01Rik|4930472D12Rik|-|12|12 C2|ncRNA	133.03	132.37	128.40	129.15	-0.032356798813969	0.844040731737387	1
NM_009338	chr17	12943042	12960725	-	2065.0	1	Acat2|AW742799|Tcp-1x|Tcp1-rs1|-|17 A1|17 8.73 cM|protein-coding	1519.44	1619.45	1658.47	1651.60	0.0864904373159207	0.108084762892167	0.841661639823896
NM_178740	chrX	64269444	64276996	-	3930.0	1	Slitrk4|6430513G13|D930039I09Rik|-|X|X A7.1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001311151	chr9	107681502	107705591	-	3314.0	1	Sema3f|Sema4|Semak|-|9|9 F1|protein-coding	55.08	58.21	63.71	61.95	0.158934122646165	0.471774053725511	1
NM_029257	chr17	44879704	44880885	-	1179.0	1	4930564C03Rik|-|-|17|17 B3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_105865	chr1	92464483	92464542	-	59.0	1	Mir6900|Gm27708|mmu-mir-6900|-|1|1 D|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NR_045009	chr6	128952353	128975029	-	1080.0	1	Gm15987|OTTMUSG00000028624|-|6 F3|6 63.11 cM|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_009417	chr12	30054661	30132624	-	3278.0	1	Tpo|-|-|12 A2|12 13.0 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_199201	chr11	115042131	115048295	-	733.0	2	Cd300ld3|AY457049|Cd300lh|Clm3|Lmir7|clm-3|-|11|11 E2|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001172107	chr16	43980350	44027945	-	3261.0	1	Gramd1c|4921521N14Rik|-|16|16 B4|protein-coding	39.49	34.74	39.21	54.60	0.344790678226247	0.177501144775029	1
NR_002848	chr12	109591537	109592851	+	1314.0	1	6430411K18Rik|PEG11as|-|12|12 F1|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_009345	chr19	41029275	41059525	+	2116.0	1	Dntt|Tdt|-|19 C3|19 34.32 cM|protein-coding	3.12	4.69	0.00	2.10	-1.82639938873273	0.11464829435252	0.863716671331832
NM_030712	chr9	123806477	123811754	+	1889.0	1	Cxcr6|BB217514|BONZO|STRL33|-|9 F4|9 74.57 cM|protein-coding	2.08	1.88	3.92	5.25	1.17045966155208	0.275061700571733	1
NM_001285884	chr16	17651208	17722947	-	3397.0	1	Med15|A230074L19Rik|AW536074|Pcqap|mPcqap|-|16 A3|16 10.94 cM|protein-coding	2066.11	2123.59	2196.58	2249.03	0.0958038095025482	0.0517195932799224	0.611811894178392
NM_023738	chr9	107975567	107984056	+	3136.0	1	Uba7|1300004C08Rik|Ube1l|-|9 F1|9 59.07 cM|protein-coding	45.73	44.12	503.81	423.14	3.37749579329969	8.23073740027597e-123	5.17840009206594e-120
NR_033301	chr9	102739648	102756685	+	927.0	1	Gm5627|EG434510|-|9 F1|9|ncRNA	1.04	0.00	0.98	0.00	0.0394866752533837	1	1
NM_009408	chr2	160645897	160722763	+	3823.0	1	Top1|AI467334|D130064I21Rik|Top-1|-|2 H2|2 80.96 cM|protein-coding	4923.12	5086.48	4656.84	4794.16	-0.07237683754497	0.0946761453502591	0.788817853466658
NM_147008	chr11	73847185	73848123	-	937.0	1	Olfr393|MOR135-7|-|11|11 B4|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_009658	chr6	34303930	34317489	-	1390.0	1	Akr1b3|ALR2|AR|Ahr-1|Ahr1|Akr1b1|Aldor1|Aldr1|-|6 14.87 cM|6 B1|protein-coding	695.29	701.29	785.12	677.23	0.0791330870712137	0.293415218363184	1
NM_011838	chr15	74747856	74752979	-	3946.0	1	Lynx1|AI838844|SLURP-2|-|15|15 D3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_026110	chr16	91014037	91044379	-	3789.0	1	Paxbp1|1810007M14Rik|C21orf66|Gcfc|Gcfc1|Pax3/7bp|-|16|16 C3.3|protein-coding	1147.38	1099.35	1032.13	1108.77	-0.0588084638277247	0.340335569766873	1
NM_009070	chr17	24414675	24425897	+	1911.0	1	Rnps1|-|-|17|17 A3.3|protein-coding	968.62	1056.16	998.80	1021.62	0.00583587829487103	0.922966760195266	1
NM_001004193	chrX	37874776	37878944	-	1200.0	1	Rhox8|Tox|-|X|X A3.3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001008498	chr2	30031558	30048879	-	1789.0	1	Wdr34|3200002I06Rik|-|2|2 B|protein-coding	574.73	610.23	658.68	646.78	0.149488109092964	0.0420421310757303	0.555513069577379
NR_046281	chr11	84829178	84830868	+	752.0	1	4930502E09Rik|-|-|11|11 C|ncRNA	0.00	0.00	1.96	2.10	4.11143586391694	0.127555546541707	0.891288078320421
NM_011824	chr2	113748675	113758648	-	1635.0	1	Grem1|Cktsf1b1|Drm|Grem|ld|-|2 E4|2 57.43 cM|protein-coding	1.04	1.88	0.98	0.00	-1.3350219200931	0.627538307004792	1
NM_145228	chr5	120861422	120873505	+	1693.0	1	Oas1h|-|-|5 F|5 60.64 cM|protein-coding	2.08	0.00	1.96	0.00	0.0431536254101152	1	1
NM_029617	chr2	119047119	119104121	+	6499.0	1	Knl1|2310043D08Rik|5730505K17Rik|Casc5|-|2|2 E5|protein-coding	1738.73	1612.88	1382.05	1448.96	-0.23194934649375	2.97794251763629e-05	0.0022977916841271
NM_175660	chr13	23751088	23751592	+	502.0	1	Hist1h2ab|H2A.1|H2a-53|-|13|13 A3.1|protein-coding	4.16	0.00	0.00	1.05	-1.72365215988509	0.380107011241606	1
NM_139148	chr3	144822624	144849302	-	3289.0	1	Clca3b|Clca4|-|3|3 H2|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_147040	chr10	79017324	79018283	+	958.0	1	Olfr1351|MOR139-4|-|10|10 C1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_033495	chr2	66440880	66547472	+	1343.0	1	Gm13629|OTTMUSG00000013098|-|2 C1.3|2|ncRNA	0.00	0.94	0.00	1.05	0.0411055452408026	1	1
NM_207176	chr6	17065149	17105825	+	2433.0	1	Tes|D6Ertd352e|TESS|Tes1|Tes2|testin2|-|6 A2|6 7.67 cM|protein-coding	3727.94	3863.21	3803.10	3617.14	-0.021918204641593	0.631776255511334	1
NR_135302	chr8	10924427	10928457	-	3080.0	1	3930402G23Rik|-|-|8|8 A1.1|ncRNA	12.47	10.33	16.66	8.40	0.166487418388435	0.891739364053984	1
NR_045759	chr14	50503769	50520943	+	597.0	1	4930413M19Rik|-|-|14 C1|14|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NR_106191	chr8	84005628	84005764	+	136.0	1	Mir8111|Gm27823|mmu-mir-8111|-|8|8 C2|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_194065	chr5	134901593	134906733	-	842.0	1	Wbscr28|1700111I05Rik|-|5|5 G2|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001166653	chr11	52004221	52038165	+	2733.0	1	Cdkl3|AI852479|B230379H01Rik|-|11|11 B1.3|protein-coding	301.39	300.42	292.09	308.69	0.0075261259650991	0.960927089952135	1
NR_110986	chr2	121449198	121453420	+	3183.0	1	Serf2|C80083|Msmac1l|m4F5rel|-|2|2 E5|protein-coding	2500.53	2376.13	2465.15	2229.08	-0.0425705220125696	0.408301232384757	1
NM_008220	chr7	103812524	103813923	-	625.0	1	Hbb-bt|Beta-t|-|7 E3|7|protein-coding	0.00	0.00	0.98	0.00	2.34197687830997	0.999999999999998	1
NM_011119	chr10	128557766	128565934	-	2418.0	1	Pa2g4|38kDa|AA672939|Ebp1|Plfap|-|10|10 D3|protein-coding	12933.97	13120.84	12689.42	12412.74	-0.0427803366470684	0.286863752195434	1
NM_172748	chr7	127746775	127768928	+	3397.0	1	Fbxl19|6030430O11|BC059812|Fbl19|-|7|7 F3|protein-coding	2527.55	2699.08	2699.42	2631.22	0.0387362547025697	0.425172142750987	1
NM_028736	chr10	119819389	120077161	+	5192.0	1	Grip1|4931400F03Rik|GRIP|eb|-|10 D2|10 67.33 cM|protein-coding	35.34	33.80	28.43	33.60	-0.147364917129337	0.620214727467603	1
NM_001290995	chr4	149176319	149307733	-	10223.0	1	Kif1b|A530096N05Rik|AI448212|AI506502|D4Mil1e|KIF1Bp130|KIF1Bp204|-|4 E2|4 79.05 cM|protein-coding	2117.03	2051.30	1882.93	2042.19	-0.0761644535202941	0.144452329928241	0.940305041245835
NM_183272	chr7	131334622	131336716	+	366.0	1	Fam24a|1700063I17Rik|-|7|7 F3|protein-coding	1.04	0.00	0.00	1.05	0.040142386966713	1	1
NM_134081	chr14	20384638	20388910	-	1624.0	1	Dnajc9|5330419I01Rik|AU020082|-|14|14 A3|protein-coding	3282.08	3293.35	3050.32	2963.01	-0.117762899788879	0.00945852684418458	0.238769416847487
NR_015506	chr17	87274886	87282814	-	1525.0	1	4833418N02Rik|-|-|17|17 E4|ncRNA	20.79	15.96	17.64	9.45	-0.403120955981452	0.336641376060706	1
NM_177282	chr7	112225836	112355194	+	6667.0	1	Mical2|5330438E18Rik|9530064J02|MICAL-2|mKIAA0750|-|7|7 F1|protein-coding	71.71	65.72	58.81	71.40	-0.0682053451573969	0.736570270186402	1
NM_153749	chr7	18245347	18266092	+	2482.0	1	Mill1|5530400I18Rik|-|7 A3|7 9.15 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_033546	chr8	12706944	12719127	-	3651.0	1	Gm15348|ENSMUSG00000074469|OTTMUSG00000020606|-|8 A1.1|8|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NR_003248	chr9	98949155	98955310	-	3724.0	1	Foxl2os|ENSMUSG00000074122|-|9 E3.3|9|ncRNA	10.39	14.08	6.86	11.55	-0.416381972342922	0.463541228511081	1
NM_027350	chr18	64499647	64516557	-	2630.0	1	Nars|3010001M15Rik|AA960128|ASNRS|C78150|-|18|18 E1|protein-coding	10984.26	11260.11	11646.50	11435.21	0.0641970807820748	0.112286152153263	0.856439327132302
NM_145741	chr14	33923587	33936514	+	3736.0	1	Gdf10|Bmp3b|-|14 B|14 20.8 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_181590	chr6	100571811	100671157	-	3248.0	1	Shq1|2810403P18Rik|Grim-1|-|6|6 D3|protein-coding	1186.87	1146.29	1150.73	1095.12	-0.0427661091267408	0.471592235757238	1
NR_106185	chr9	122273890	122274028	-	138.0	1	Mir8106|Gm27594|mmu-mir-8106|-|9|9 F4|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NR_045472	chr12	49476993	49480862	-	705.0	1	1810007C17Rik|-|-|12|12 B3|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NR_030420	chr6	27936655	27936750	-	95.0	1	Mir592|Mirn592|mir-592|mmu-mir-592|-|6 A3.2|6|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_024433	chr4	89137370	89181090	+	2548.0	1	Mtap|1300019I21Rik|MSAP|-|4|4 C4|protein-coding	6974.68	7166.89	6676.01	6804.85	-0.0583691967126749	0.15931650756974	0.978762801536831
NM_001085554	chrX	4370636	4372595	+	1957.0	1	Btbd35f17|ENSMUSG00000078216|Gm10922|OTTMUSG00000016437|-|X|X A1.1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_009565	chr3	89377646	89393203	-	3685.0	1	Zbtb7b|Thpok|Zfp67|c-Krox|-|3 F1|3 39.09 cM|protein-coding	1622.33	1672.02	1717.28	1589.65	0.0167875687660808	0.765864249434822	1
NM_029748	chr4	129600707	129607879	+	754.0	1	Tmem234|1500002D11Rik|2510006D16Rik|4933407D05Rik|-|4|4 D2.2|protein-coding	1376.02	1446.71	1448.71	1445.81	0.0462767698571157	0.403178867159537	1
NR_045095	chr17	51882727	51965257	+	3290.0	1	Gm20098|-|-|17 C|17 27.07 cM|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_175245	chr14	99034544	99046136	-	2251.0	1	Mzt1|2410129H14Rik|AI120158|Mozart1|-|14|14 E2.2|protein-coding	917.69	858.07	834.13	849.43	-0.0648493749321717	0.321266247312985	1
NM_174992	chr15	100621340	100636940	-	1213.0	1	Smagp|-|-|15|15 F1|protein-coding	29.10	30.98	40.19	34.65	0.32768392497003	0.255120525811442	1
NM_013908	chr2	25500778	25505470	+	2348.0	1	Fbxw5|AI159739|Fbw5|-|2|2 A3|protein-coding	1397.85	1394.14	1562.41	1667.35	0.220354964803663	6.012252800718e-05	0.0043389013815064
NR_126433	chr11	88851604	88881395	+	1029.0	1	4930556N13Rik|-|-|11|11 C|ncRNA	2.08	0.94	0.98	0.00	-1.33597227364642	0.627538307004792	1
NM_001110239	chr12	30893326	30911612	-	3099.0	1	Acp1|4632432E04Rik|AI427468|Acp-1|LMW-PTP|Lmptp|-|12|12 A2|protein-coding	1081.90	1051.47	1028.21	994.32	-0.0649950866014841	0.285579874692175	1
NM_146045	chr13	55599896	55610443	+	2292.0	1	B4galt7|-|-|13|13 B1|protein-coding	1127.63	1098.41	1094.86	1021.62	-0.0604453093170799	0.320085714708699	1
NM_028005	chr11	69059775	69061576	+	1799.0	1	Borcs6|2310047M10Rik|-|11|11 B3|protein-coding	749.33	721.01	809.63	790.63	0.134287348565579	0.048050137695799	0.594257171694465
NM_009761	chr14	66985240	67008877	-	3229.0	1	Bnip3l|C86132|D14Ertd719e|Nip3L|Nix|-|14 D1|14 34.6 cM|protein-coding	791.94	805.50	753.76	721.33	-0.103716292593517	0.12604254704192	0.891288078320421
NM_008920	chr2	84980461	84983632	+	830.0	1	Prg2|EMBP|MBP|mMBP|mMBP-1|-|2 D|2 49.45 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_133346	chr2	30823098	30828300	-	2105.0	1	Asb6|2510004M11Rik|AA409356|-|2|2 B|protein-coding	1532.95	1635.41	1505.56	1473.11	-0.0789582882098786	0.154520689514018	0.964997240673315
NM_173738	chr7	29843936	29853648	-	2757.0	1	Zfp940|-|-|7|7 B1|protein-coding	223.45	220.62	230.34	227.84	0.0565908700475123	0.643661347480177	1
NM_021476	chrX	106576509	106603679	-	2973.0	1	Cysltr1|BB147369|CysLT1R|Cyslt1|-|X|X D|protein-coding	1.04	0.00	0.00	0.00	-2.30249020305659	0.999999999999998	1
NM_010273	chrX	74305012	74311867	+	2644.0	1	Gdi1|GDIA|GDIalpha|-|X A7.3|X 37.97 cM|protein-coding	2756.20	2597.69	2743.53	2833.87	0.0704294699607152	0.14346755096342	0.937754397393512
NM_133915	chr5	115506676	115555987	+	3794.0	1	Pxn|AW108311|AW123232|Pax|-|5 F|5 56.1 cM|protein-coding	1942.43	1824.11	1859.40	1932.99	0.0213678189812625	0.689825628307119	1
NM_011172	chr16	18071726	18089190	-	2267.0	1	Prodh|Pro-1|Pro1|Ym24d07|-|16 A3|16 11.19 cM|protein-coding	2257.34	2387.40	2362.23	2276.33	0.00859224591299402	0.864359739915329	1
NM_181278	chr13	55693124	55703500	+	4648.0	1	B230219D22Rik|AA119856|D530037I19Rik|-|13|13 B1|protein-coding	2571.20	2525.40	2378.90	2221.73	-0.135870783837774	0.00577856602780984	0.170969925634012
NM_027939	chr3	124401155	124426028	-	1969.0	1	1700006A11Rik|-|-|3|3 G1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_144938	chr6	124530344	124542321	-	2933.0	1	C1s1|AA959438|AI255193|AI327365|C1s|C1sa|-|6|6 F2|protein-coding	108.09	100.45	138.21	100.80	0.215090365168462	0.193354780257134	1
NM_178750	chr2	180042483	180070201	+	4356.0	1	Ss18l1|A230053O16Rik|CREST|-|2|2 H4|protein-coding	333.61	325.77	317.58	329.69	-0.0158716049170602	0.888569457984098	1
NM_026479	chr11	53324689	53333301	+	1251.0	1	Zcchc10|2410141K03Rik|AA675321|D11Ertd416e|-|11 B1.3|11 31.92 cM|protein-coding	769.07	732.27	742.98	745.48	-0.000471954913017763	1	1
NR_105962	chr2	26470059	26470119	-	60.0	1	Mir6996|Gm27531|mmu-mir-6996|-|2|2 A3|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_010293	chr18	52693679	52695593	+	1912.0	1	Gykl1|AI449806|Gk-rs1|-|18 D1|18 28.25 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_144804	chr2	104721787	104742801	-	1710.0	1	Depdc7|AV216087|-|2|2 E2|protein-coding	315.94	317.32	307.78	296.09	-0.0570447082588163	0.579011438748498	1
NM_146273	chr6	42896453	42897385	+	931.0	1	Olfr448|MOR261-13|-|6|6 B2.1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_130892	chr10	43901807	43947862	+	2970.0	1	Rtn4ip1|D10Ertd690e|NIMP|-|10 B2|10 23.12 cM|protein-coding	552.90	504.14	502.83	509.24	-0.0498472252912579	0.536051179440648	1
NM_001037842	chr6	85760631	85765744	-	1834.0	1	Nat8f3|4833414A14Rik|4930583K21Rik|Cml3|-|6|6 C3|protein-coding	4.16	1.88	0.00	3.15	-0.896044484181839	0.514428022652934	1
NM_011221	chr11	6467599	6476076	-	8475.0	1	Purb|2310015K15Rik|AA114818|Cager-2|D11Bwg0414e|-|11 A1|11 4.16 cM|protein-coding	6645.22	6347.31	6077.12	6295.62	-0.0594106292574406	0.162013315607901	0.984660534875899
NM_178749	chr18	43207697	43317481	+	3750.0	1	Stk32a|A930015B13Rik|YANK1|-|18|18 B3|protein-coding	3.12	1.88	0.98	0.00	-2.02708806036917	0.223174812753928	1
NM_001198877	chr2	71211946	71263302	+	2626.0	1	Dync1i2|3110079H08Rik|AW554389|Dncic2|-|2 C2|2 42.38 cM|protein-coding	4127.02	4190.86	4086.37	4022.43	-0.0258287453063352	0.554273928681982	1
NR_035447	chr18	11840361	11840438	-	77.0	1	Mir1901|Mirn1901|mmu-mir-1901|-|18 A1|18 5.88 cM|ncRNA	0.00	1.88	0.00	1.05	-0.804206850206689	1	1
NM_001164819	chr2	151999866	152009258	+	2618.0	1	Slc52a3|2310046K01Rik|RFT2|-|2|2 G3|protein-coding	6.24	3.76	7.84	5.25	0.418197764423797	0.686406945464807	1
NM_207633	chrX	98937781	98949020	+	5185.0	1	Yipf6|A430107J06Rik|-|X|X C3|protein-coding	1456.05	1455.16	1422.24	1394.36	-0.0364674328978573	0.508465140374058	1
NM_146103	chr1	119526154	119528983	+	2827.0	1	Tmem185b|2500001K11Rik|-|1|1 E2.3|protein-coding	987.33	954.77	1023.31	937.62	0.0266785415950446	0.693460751151171	1
NM_001114399	chr4	126861820	126967923	-	6977.0	1	Zmym4|6330503C17Rik|AI480785|AW493829|CDIR|D630001M21|MYM|Zfp262|Znf262|mKIAA0425|-|4|4 D2.2|protein-coding	1169.20	1117.19	1022.33	1052.07	-0.128946631342198	0.0322349965459979	0.486061105194463
NR_030273	chrX	52742113	52742192	-	79.0	1	Mir20b|Mirn20b|mir-20b|mmu-mir-20b|-|X A5|X|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_011902	chr4	126322121	126325199	-	1482.0	1	Tekt2|AU014974|tektin-t|-|4|4 D2.2|protein-coding	15.59	13.14	13.72	11.55	-0.162956161998075	0.694326093072215	1
NM_025435	chr14	13949012	13961313	-	963.0	1	Thoc7|Nif3l1bp1|-|14|14 A1|protein-coding	1478.91	1522.75	1513.40	1305.11	-0.0787986022908262	0.194778137624341	1
NM_019875	chr5	124061857	124095798	-	3320.0	1	Abcb9|TAPL|mKIAA1520|-|5|5 F|protein-coding	114.32	124.86	82.34	103.95	-0.356461092975477	0.0314909710764857	0.479350684315529
NM_001136270	chr7	16272013	16273692	-	1677.0	1	Inafm1|2610014I16Rik|Prr24|-|7|7 A2|protein-coding	225.53	200.91	192.12	176.39	-0.194872375701561	0.106012425745282	0.833993873200381
NM_146378	chr10	129570657	129571619	+	961.0	1	Olfr794|MOR114-11|-|10|10 D3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001008502	chr3	37312554	37321451	+	2430.0	1	Bbs12|Gm1805|Gm407|Gm721|-|3|3 B|protein-coding	118.48	109.84	150.95	138.60	0.357223661863871	0.0147064332239186	0.31315714851802
NM_001099307	chrX	79482568	79517285	-	2815.0	1	Gm7173|EG636104|-|X|X B|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_030203	chr10	34297421	34301320	+	3897.0	1	Tspyl4|2610102M01Rik|B230210I21Rik|D10Bwg0791e|-|10 B1|10 18.85 cM|protein-coding	141.34	152.09	169.57	172.19	0.228266390720631	0.0784911704807738	0.725079853250163
NM_029610	chr7	119896292	119916756	+	1276.0	1	Lyrm1|1110065L10Rik|2310004B22Rik|4930404J24Rik|-|7|7 F2|protein-coding	53.00	55.39	71.55	37.80	0.0334549241805743	0.95419208010478	1
NR_040277	chr6	32511141	32515576	+	1907.0	1	Plxna4os1|B230378P21Rik|-|6|6 A3.3|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_001284189	chr13	93303757	93405129	+	5495.0	1	Homer1|PSD-Zip45|SYN47|Ves-1|homer-1|vesl-1|-|13|13 C3|protein-coding	628.77	604.59	613.59	679.33	0.0782958959285426	0.297682498609071	1
NM_134228	chr7	10633587	10634483	+	895.0	1	Vmn1r70|V1rd2|V1rl1|-|7|7 A1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_146955	chr7	140345052	140345987	-	934.0	1	Olfr60|IH6|MOR253-6|-|7|7 F4|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_008828	chrX	106187100	106203699	+	1812.0	1	Pgk1|Pgk-1|-|X D|X 47.36 cM|protein-coding	1036.17	1084.33	1037.03	1027.92	-0.0281571908939485	0.655509281700392	1
NM_009969	chr11	54247270	54249899	-	1027.0	1	Csf2|Csfgm|GMCSF|Gm-CSf|MGI-IGM|-|11 B1.3|11 32.13 cM|protein-coding	0.00	0.94	1.96	3.15	2.1153145098555	0.22316223872349	1
NM_019704	chr9	107533945	107538656	+	2173.0	1	Tmem115|C78915|Pl6|Pp6|-|9|9 F1|protein-coding	1120.36	1170.70	1262.47	1209.56	0.120298802000571	0.0417178934339818	0.553328220563328
NM_001081077	chr19	44108637	44135876	-	3565.0	1	Cwf19l1|2610528C06Rik|AI854304|AV336991|-|19|19 C3|protein-coding	692.17	689.09	662.60	676.18	-0.0343519325622519	0.63551253283289	1
NR_106166	chr19	41588651	41588789	+	138.0	1	Mir8091|Gm27575|mmu-mir-8091|-|19|19 C3|ncRNA	9.35	1.88	3.92	5.25	-0.236790662818909	0.830588503939674	1
NM_033584	chr18	37661945	37841870	+	4531.0	1	Pcdhga1|-|-|18|18 B3|protein-coding	2061.95	2020.32	2133.85	2158.74	0.0836038560731454	0.0911680370822448	0.774258922304294
NM_181402	chr6	127453723	127494239	+	3713.0	1	Parp11|5330431N24Rik|AI851877|ARTD11|HIN1L|PARP-11|-|6|6 F3|protein-coding	813.76	722.89	1511.44	1427.96	0.949652993165673	4.11914314436426e-51	1.53138508080706e-48
NM_019748	chr7	16327051	16387896	-	1974.0	1	Sae1|2400010M20Rik|2610044L12Rik|AL033372|AOS1|AW743391|D7Ertd177e|HSPC140|Sua1|Uble1a|-|7 A2|7 8.88 cM|protein-coding	7748.95	7690.75	7328.81	7268.94	-0.0698555531682219	0.0851969227258656	0.753053635779742
NR_029719	chr6	51269812	51269910	-	98.0	1	Mir148a|Mirn148|Mirn148a|mir-148a|-|6 B3|6|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_007953	chr19	6910977	6921808	-	2233.0	1	Esrra|ERRalpha|Err1|Estrra|Nr3b1|-|19 A|19 5.08 cM|protein-coding	1290.80	1263.64	1338.93	1207.46	0.00796186431201949	0.911061175025747	1
NM_001081137	chr3	72888560	72966866	-	5839.0	1	Sis|2010204N08Rik|SI|Si-s|-|3 E3|3 32.59 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
